J Tech Pixel Uploader - Upload Log
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:40] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
[01:50:41] 📱 Device: ESP8266
